Address,Room,Bath,Property_type,Bedrooms_available,Available_from,Available_for,Sharing_with,Owner_occupied,Preferences,Date_entered/renewed,Property_views,Latitude,Longitude,Pre_processed_desc,Desc_length,Price_per_month,County,adjective_counts
"Ramsgate Village, Gorey, Gorey, Co. Wexford",Double Room,En-suite,House,1,"Apr 15th, 2023",1 Year,1,Yes,Male / Female,01/04/2023,692,,,large spacious double ensuite room quiet area gorey town walk distance town transport links close tesco newly renovate ensuite use large kitchen dining living area 2 reception room large garden patio area rear property clean twice per month include rent bill include broadband share home owner a200 per week a800 deposit reference require,447,800,Wexford,8
"Meadowbank, Rathgar, Dublin 6",Double Room,Shared Bathroom,House,1,"Apr 28th, 2023",1 Year,1,Yes,Female,11/04/2023,"1,760",53.3057346,-6.2763817,bright double room despite single bed picture recently renovate house rathgar rent negotiable monday friday owner occupy house proud girl house situate terenure rathgar,228,900,Dublin 6,4
"21 Hampton Wood Crescent, Hampton Wood, Dublin 11, Dublin 11",Double Room,Shared Bathroom,House,1,Immediately,1 Year,2,Yes,Female,11/04/2023,"1,076",53.4050957,-6.2904572,double room available one female quiet house share bathroom owner occupy work home healthcare 140 bus route 155 9 40 83 within walk distance near charlestown sc ikea monthly price include bill review alignment energy increase interested email enquiry let I know female preference share room not option,430,800,Dublin 11,7
"Foxborough, Lucan, Co. Dublin",Double & Twin Room,En-suite,House,1,Immediately,1 Year,1,Yes,Male / Female,07/04/2023,"1,350",53.3425642,-6.4254148,the house one en suite two double room total three people expect stay house two three people share bathroom room toilet bedroom build wardrobe car parking space etc walk distance lucan shopping center locally spar aldi tesco local pub post office etc 20 30 walk liffey valley 40 minute bus city center good location someone nearby us strictly no smoking no partying no loud music tv broadband wi fi bill share,548,800,,4
"The Water Rill, Kinsealy, Co. Dublin",Double Room,Shared Bathroom,Apartment,1,Immediately,6 Months,3,Yes,Male / Female,12/04/2023,"1,576",,,one double room share bath another person double bed wardrobe anf chest draw minute walk shop bus stop 142 ucd 102 airport walk 10 minute bus 4243 15 minute walk pavilion shopping centre 10 minute drive airport bill divide evenly reference require one month deposit require no smoke indoor no pet no party please contact I via email,420,760,,3
"Grand Canal Square, Dublin 2",Shared Room,Shared Bathroom,Apartment,1,Immediately,1 Year,3,No,Male / Female,10/04/2023,"4,227",53.3433127,-6.238622685290792,city centre share room available comfortable shared room fully furnish bunk bed wardrobe storage space bedding include share room not private room price 700 euro per person,245,700,Dublin 2,3
"Killarney, Bray, Co. Wicklow",Single Room,Shared Bathroom,House,1,"Apr 23rd, 2023",1 Year +,3,No,Male / Female,13/04/2023,175,53.197841100000005,-6.123315793777097,excellent location large detatched property close main transportation route bus route 84 45a 145 155 184 train dart parking available request large garden utility washing clothe dry facility available view strongly advise view appointment,316,700,Wicklow,7
"Mapas Road, Dalkey, Co. Dublin",Single Room,Shared Bathroom,House,1,"Jun 1st, 2023",6 Months,2,Yes,Female,10/04/2023,529,53.2735318,-6.1129032,hoste power agency provide affordable accommodation ireland since 2014 proud advertise fully furnish comfortable private room house equip modern convenience share welcome host bill electricity gas etc wifi include rent bedding provide book room fast way book room please go website alternatively please reply ad detailed self description room ref 28249b,550,560,,8
"Old Coach Road, Castleblayney, Co. Monaghan",Double Room,En-suite,House,1,Immediately,6 Months,2,Yes,Male / Female,07/04/2023,222,,,hoste power agency provide affordable accommodation ireland since 2014 proud advertise fully furnish comfortable private room house equip modern convenience share welcome host bill electricity gas etc wifi include rent bedding provide book room fast way book room please go website alternatively please reply ad detailed self description room ref 49945,550,400,Monaghan,8
"40 The Garnish, Lancaster Gate, Cork city, Western Road, Co. Cork",Double Room,En-suite,Apartment,1,"May 1st, 2023",1 Year +,1,No,Male / Female,06/04/2023,"1,560",,,beautiful master bedroom ensuite bathroom available luxurious spacious 2 bedroom apartment top floor apartment view stunning saint fin barre cathedral furnish high standard apartment comfortable spacious balcony stunning kitchen come dining room fully fit kitchen include dishwasher etc beautiful balcony stunning finish throughout unit private parking include gas fire central heating refuse collection include no pet allow look someone clean tidy person someone respectful consider privacy reference deposit essential bill additional broadband electricity refuse include please send I e mail relevant information,809,873,Cork,18
"Ardlea, Dunshaughlin, Co. Meath",Double Room,Shared Bathroom,House,1,Immediately,1 Year,1,Yes,Male / Female,10/04/2023,"1,232",53.51647995,-6.5468085928032025,very nice room storage space widescreen tv xbox 1 chromecast netflix wifi provide heater include bill pay bill electric bill split monthly contact 0894366690 detail quiet house not want trouble maker student would ideal open I meet person genuine reference essential prime location quiet estate not available long strong interest clear single room,480,750,Meath,15
"5 Saint Brendan's Crescent, Dublin 12, Walkinstown, Dublin 12",Double Room,Shared Bathroom,House,1,Immediately,6 Months,1,No,Female,14/04/2023,363,,,double bedroom seperate office room available rent bedroom 8 5m2 4 x 2 5 fully furnish double bed new wardrobe three storage drawer window double glaze new black blind office 8m2 2 5 x 3 2 fully furnish new table chair storage compartment well window double glaze new black blind potential tenant office tv room plenty space futon tv kitchen fully equip appliance back garden south face include lounge furniture table chair gas bbq private driveway space tenant car house modern alarm system security house locate walkinstown roundabout templeogue roundabout bus route include 9 stop 1min walk house 15a stop 5min walk house 18 7min drive luas red line stop suir road red cow 7min drive house female tenant currently live house one small dog lease 6 month view extend non smoker look someone quiet clean easy go email bit along phone number arrange viewing one month payment advance deposit require bill not include,1446,,Dublin 12,25
"Oak Park, Naas, Co. Kildare",Double Room,En-suite,House,1,Immediately,6 Months,1,Yes,Male / Female,13/04/2023,"1,455",53.20493415,-6.656571276222337,spacious bright double bedroom king size bed premium mattress bed storage 2 wardrobe 3 bed new build a3 house close naas town center hospital quiet home please send description work no pet smoking vaping bill extra 1 month deposit sole tenant available immediately,344,750,Kildare,7
"Apartment 117, Longboat Quay South Apartments, Dub, Grand Canal Dock, Dublin 2",Single Room,Shared Bathroom,Apartment,1,"Apr 15th, 2023",1 Year,2,Yes,Male / Female,11/04/2023,828,,,the apartment 3 bed one ensuite 2 bathroom separate living room kitchen third floor small private balcony direct access living room fully furnish function kitchen toaster kettle microwave oven dishwasher cutlery etc utility closet washing machine around 10 minute walk ifsc luas stop grand canal dart station bus stop 3 min walking I look person either male female clean calm easygoing currently employ I rent single room non smoker big wardrobe chest drawer desk chair bill internet not include price one room share bathroom bit area longboat quay locate heart grand canal dock dublin seek city district host amenity offer include wide variety cafe restaurant gym sport club well chic marker hotel iconic grand canal theatre city centre ballsbridge ifsc sandymount within walking distance dart luas provide easy access rest city heating,1175,,Dublin 2,18
"Willowmere Drive, Dublin Road, Thurles, Thurles, Co. Tipperary",Double Room,Shared Bathroom,House,3,Immediately,1 Year,2,No,Male / Female,13/04/2023,374,,,close etb centre archerstown 5 10 minute walk st pats mi college 25 minute walk light quiet central location 5 10 minute walk town center close aldi small local shop anner hotel leisure centre gym bright kitchen large sitting dining room generous study area bathroom shower,332,360,Tipperary,8
"Near village , Termonfeckin, Co. Louth",Double Room,En-suite,Apartment,1,"Jun 25th, 2023",6 Months,1,Yes,Male / Female / +1 Person,09/04/2023,445,,,studio rent sleep 2 bathroom private outdoor space close beach village petrol station post office shop pub,143,1000,Louth,2
"Newcastle, Castletroy, Co. Limerick",Double Room,En-suite,House,1,Immediately,1 Year,1,Yes,Female / +1 Person,12/04/2023,"2,157",52.66618625,-8.563084153345692,female accommodation available 01042023 double bedroom available rent well refurbished detach house bus service 5 min walk house private bathroom available kitchen share indian couple location near university limerick castletroy take expression interest viewing arrange photo share look tidy easy go person not party house bin tv licence broadband gas security system include rent usual identification reference please provide brief detail enquire email interested,650,650,Limerick,11
"134 Mount Prospect Avenue, Dublin 3, Clontarf, Dublin 3",Double Room,En-suite,House,1,Immediately,1 Year,6,Yes,Male / Female,12/04/2023,432,53.3686831,-6.1771175,large 6 bedroom family house attic room en suite rent room use kitchen cook,112,800,Dublin 3,1
"Barna Road, Knocknacarra, Co. Galway",Double Room,En-suite,House,1,"May 1st, 2023",6 Months,2,Yes,Male / Female,21/03/2023,"2,072",53.260786,-9.1101294,hoste power agency provide affordable accommodation ireland since 2014 proud advertise fully furnish comfortable private room house equip modern convenience share welcome host bill electricity gas etc wifi include rent bedding provide book room fast way book room please go website alternatively please reply ad detailed self description room ref 10769b,551,400,Galway,8
"65 Upper Albert Road, Glenageary, Co. Dublin",Double Room,Shared Bathroom,House,1,Immediately,1 Year,2,No,Female,12/04/2023,846,,,overall beautiful space area safe nice friendly neighbourghood suit someone look place rest house spacious living room garden lot space create share bathroom 12 year old bulldog cat live living room sometime dog bark night old 2 people work full time 50a month cover electricity internet rubbish bill sep oct start use electricity high depend usage no party no smoking no drug transport 15min sea 5 min glenagwary dart station 25min city centre 5 min 59 bus,698,800,,10
